timestamp,device_id,temperature,humidity,pressure,light,sound,motion,battery,location
2025-04-26T16:45:22.545722,Device_21,23.18,48.35,1023.89,452,107,0,91.39,Room B
2025-04-26T16:45:22.555824,Device_28,22.98,47.9,1024.37,442,105,0,91.34,Room C
2025-04-26T16:45:22.565919,Device_10,23.16,48.53,1024.79,447,101,0,91.31,Room A
2025-04-26T16:45:22.576037,Device_11,23.28,47.91,1025.02,437,102,0,91.28,Room B
2025-04-26T16:45:22.586194,Device_14,23.26,48.38,1024.58,442,97,0,91.23,Room B
2025-04-26T16:45:22.596336,Device_18,23.35,48.41,1024.96,448,102,0,91.19,Outside
2025-04-26T16:45:22.606450,Device_22,23.24,49.37,1025.05,458,99,0,91.16,Outside
2025-04-26T16:45:22.616558,Device_37,23.3,48.47,1024.83,452,96,0,91.13,Room B
2025-04-26T16:45:22.626676,Device_14,23.2,48.86,1025.29,445,99,0,91.1,Room C
2025-04-26T16:45:22.636821,Device_25,23.23,48.86,1025.45,452,103,0,91.05,Room C
2025-04-26T16:45:22.646922,Device_21,23.25,48.55,1025.31,457,107,0,91.04,Outside
2025-04-26T16:45:22.657022,Device_14,23.28,49.49,1025.19,460,104,0,91.0,Room A
2025-04-26T16:45:22.667138,Device_3,23.41,50.19,1024.88,466,104,0,90.97,Outside
2025-04-26T16:45:22.677261,Device_24,23.43,50.56,1025.22,470,105,0,90.96,Room C
2025-04-26T16:45:22.687367,Device_5,23.43,50.08,1024.89,475,108,0,90.94,Room B
2025-04-26T16:45:22.697581,Device_44,23.38,50.69,1024.72,468,109,0,90.91,Room C
2025-04-26T16:45:22.707742,Device_23,23.29,51.19,1024.36,467,110,0,90.87,Room A
2025-04-26T16:45:22.717924,Device_43,23.46,50.86,1023.93,477,115,0,90.85,Room A
2025-04-26T16:45:22.728074,Device_36,23.5,50.87,1023.98,476,117,0,90.84,Room A
2025-04-26T16:45:22.738210,Device_22,23.7,51.12,1023.6,474,120,0,90.81,Room A
2025-04-26T16:45:22.748325,Device_41,23.8,51.96,1024.07,479,120,0,90.78,Room C
2025-04-26T16:45:22.758449,Device_17,23.86,52.02,1023.75,479,120,0,90.74,Room A
2025-04-26T16:45:22.768596,Device_43,23.93,51.93,1023.87,481,116,0,90.72,Room A
2025-04-26T16:45:22.778738,Device_11,23.79,52.6,1023.59,475,117,0,90.69,Room C
2025-04-26T16:45:22.788860,Device_32,23.94,53.46,1023.97,484,119,0,90.66,Room A
2025-04-26T16:45:22.798967,Device_39,24.09,53.12,1023.96,475,120,0,90.64,Room A
2025-04-26T16:45:22.809078,Device_38,24.25,52.66,1024.38,474,116,0,90.63,Room A
2025-04-26T16:45:22.819181,Device_36,24.35,52.38,1024.64,477,118,0,90.59,Room B
2025-04-26T16:45:22.829278,Device_9,24.21,51.52,1024.62,476,118,0,90.55,Room C
2025-04-26T16:45:22.839380,Device_41,24.24,52.29,1024.66,483,120,0,90.5,Room A
2025-04-26T16:45:22.849488,Device_27,24.34,52.3,1024.56,480,118,0,90.46,Room A
2025-04-26T16:45:22.859592,Device_31,24.54,51.57,1024.58,475,118,0,90.44,Room C
2025-04-26T16:45:22.872721,Device_44,24.71,51.3,1024.42,468,114,0,90.39,Room C
2025-04-26T16:45:22.882886,Device_19,24.58,51.23,1024.85,463,118,0,90.36,Outside
2025-04-26T16:45:22.893046,Device_26,24.64,50.88,1025.03,457,113,0,90.32,Room A
2025-04-26T16:45:22.903202,Device_46,24.75,51.12,1024.55,460,112,0,90.27,Room C
2025-04-26T16:45:22.913318,Device_29,24.81,50.66,1024.65,453,110,0,90.22,Outside
2025-04-26T16:45:22.923415,Device_4,24.8,49.86,1025.09,450,111,0,90.18,Outside
2025-04-26T16:45:22.933527,Device_2,24.84,49.05,1024.79,445,111,0,90.15,Room A
2025-04-26T16:45:22.943710,Device_26,24.82,48.61,1024.85,437,107,0,90.12,Room C
2025-04-26T16:45:22.953813,Device_36,24.92,48.2,1024.42,442,110,0,90.07,Room B
2025-04-26T16:45:22.963913,Device_34,25.11,48.62,1024.75,452,115,0,90.03,Outside
2025-04-26T16:45:22.974021,Device_1,25.02,48.55,1024.67,453,117,0,89.99,Room B
2025-04-26T16:45:22.984210,Device_9,24.97,48.24,1025.14,444,114,0,89.98,Room C
2025-04-26T16:45:22.994360,Device_36,24.92,47.93,1024.99,452,114,0,89.93,Outside
2025-04-26T16:45:23.004518,Device_39,24.98,48.11,1024.69,446,110,0,89.9,Room C
2025-04-26T16:45:23.014617,Device_14,25.03,48.47,1024.68,452,112,0,89.87,Outside
2025-04-26T16:45:23.024728,Device_32,24.93,49.06,1025.06,457,113,0,89.84,Outside
2025-04-26T16:45:23.034880,Device_25,24.9,48.87,1024.64,449,109,0,89.83,Outside
2025-04-26T16:45:23.045029,Device_46,24.78,48.15,1025.13,441,109,0,89.8,Room A
2025-04-26T16:45:23.055507,Device_45,24.89,48.87,1025.13,438,109,0,89.77,Room A
2025-04-26T16:45:23.065660,Device_26,24.7,48.82,1025.42,428,106,0,89.75,Room A
2025-04-26T16:45:23.075827,Device_25,24.72,49.58,1025.61,429,111,0,89.71,Room C
2025-04-26T16:45:23.086764,Device_9,24.67,48.73,1025.47,426,112,0,89.67,Room B
2025-04-26T16:45:23.096929,Device_7,24.66,49.54,1025.91,422,107,0,89.62,Room C
2025-04-26T16:45:23.107102,Device_12,24.56,49.9,1025.44,424,105,0,89.61,Outside
2025-04-26T16:45:23.117268,Device_26,24.57,49.8,1025.18,433,102,0,89.59,Room C
2025-04-26T16:45:23.127415,Device_22,24.71,49.76,1025.22,431,103,0,89.58,Outside
2025-04-26T16:45:23.137589,Device_42,24.78,49.17,1025.14,429,120,0,89.55,Room B
2025-04-26T16:45:23.147722,Device_27,24.97,48.71,1024.82,428,120,0,89.51,Outside
2025-04-26T16:45:23.157863,Device_43,25.02,49.16,1025.06,427,115,0,89.5,Room B
2025-04-26T16:45:23.168026,Device_50,25.2,49.56,1024.87,423,120,0,89.47,Room B
2025-04-26T16:45:23.178176,Device_47,25.03,49.61,1024.54,417,119,0,89.45,Room C
2025-04-26T16:45:23.188339,Device_15,24.84,49.37,1024.9,423,114,0,89.44,Room B
2025-04-26T16:45:23.198504,Device_16,24.7,49.72,1025.2,418,110,0,89.42,Outside
2025-04-26T16:45:23.208666,Device_32,24.52,49.06,1025.55,411,108,0,89.41,Room A
2025-04-26T16:45:23.218834,Device_1,24.41,49.55,1025.82,401,110,0,89.37,Outside
2025-04-26T16:45:23.228983,Device_34,24.58,49.98,1025.33,394,107,0,89.35,Room A
2025-04-26T16:45:23.239130,Device_42,24.56,49.21,1025.81,384,112,0,89.32,Room C
2025-04-26T16:45:23.249287,Device_4,24.51,48.68,1025.78,375,107,0,89.3,Outside
2025-04-26T16:45:23.259561,Device_32,24.34,48.43,1025.35,371,110,0,89.26,Room B
2025-04-26T16:45:23.269747,Device_31,24.42,49.28,1025.33,380,112,0,89.23,Outside
2025-04-26T16:45:23.279904,Device_3,24.37,50.25,1025.44,386,109,0,89.19,Outside
2025-04-26T16:45:23.290050,Device_7,24.25,49.33,1025.43,396,108,0,89.16,Room B
2025-04-26T16:45:23.300162,Device_3,24.24,49.51,1024.93,401,112,0,89.12,Room C
2025-04-26T16:45:23.310274,Device_44,24.33,49.33,1025.05,395,110,0,89.11,Room C
2025-04-26T16:45:23.320383,Device_4,24.42,49.91,1024.59,400,108,0,89.09,Outside
2025-04-26T16:45:23.330499,Device_13,24.42,49.18,1024.13,406,113,0,89.06,Room A
2025-04-26T16:45:23.340654,Device_3,24.27,50.17,1023.97,415,118,0,89.04,Room A
2025-04-26T16:45:23.350794,Device_10,24.09,50.01,1023.56,416,119,0,89.02,Room B
2025-04-26T16:45:23.360910,Device_50,24.22,49.31,1023.36,411,115,0,89.0,Outside
2025-04-26T16:45:23.371027,Device_40,24.13,50.28,1023.13,416,116,0,88.97,Outside
2025-04-26T16:45:23.381148,Device_29,24.08,50.0,1022.93,421,120,0,88.94,Room C
2025-04-26T16:45:23.391294,Device_43,23.97,49.46,1022.75,419,120,0,88.91,Outside
2025-04-26T16:45:23.401412,Device_44,24.05,49.24,1022.97,421,119,0,88.89,Room A
2025-04-26T16:45:23.411518,Device_29,24.14,48.26,1022.97,426,116,0,88.86,Room A
2025-04-26T16:45:23.421626,Device_44,24.06,47.57,1023.34,427,118,0,88.84,Room B
2025-04-26T16:45:23.431728,Device_3,23.98,47.79,1023.77,431,117,0,88.8,Room C
2025-04-26T16:45:23.441836,Device_42,23.84,47.52,1023.93,437,115,0,88.79,Room B
2025-04-26T16:45:23.451939,Device_47,23.93,48.24,1024.31,444,110,0,88.74,Room A
2025-04-26T16:45:23.462044,Device_39,24.01,47.43,1024.17,450,112,0,88.7,Room B
2025-04-26T16:45:23.472153,Device_23,24.14,48.43,1024.6,454,112,0,88.67,Room C
2025-04-26T16:45:23.482254,Device_45,24.1,47.89,1024.42,455,109,0,88.65,Room B
2025-04-26T16:45:23.492358,Device_10,24.09,48.78,1024.59,465,107,0,88.6,Room A
2025-04-26T16:45:23.502473,Device_14,24.19,49.41,1024.52,457,112,0,88.59,Outside
2025-04-26T16:45:23.512568,Device_12,24.31,48.73,1024.22,450,108,0,88.57,Room B
2025-04-26T16:45:23.522677,Device_50,24.44,48.7,1024.07,445,105,0,88.54,Outside
2025-04-26T16:45:23.532808,Device_14,24.52,49.58,1024.25,447,103,0,88.53,Room C
2025-04-26T16:45:23.542917,Device_10,24.67,49.17,1024.65,447,98,0,88.52,Room B
2025-04-26T16:45:23.553024,Device_26,24.64,48.53,1024.64,445,102,0,88.5,Room C
2025-04-26T16:45:23.563127,Device_5,24.75,48.45,1024.39,445,107,0,88.48,Room C
2025-04-26T16:45:23.573221,Device_19,24.9,49.16,1024.68,453,112,1,88.45,Room C
2025-04-26T16:45:23.583331,Device_12,25.01,49.8,1024.53,445,113,0,88.44,Room A
2025-04-26T16:45:23.593440,Device_39,24.89,49.88,1024.74,453,115,0,88.4,Outside
2025-04-26T16:45:23.603567,Device_47,24.79,49.08,1024.89,455,120,0,88.38,Outside
2025-04-26T16:45:23.613683,Device_40,24.92,49.8,1024.62,462,120,0,88.36,Outside
2025-04-26T16:45:23.624383,Device_23,24.75,50.31,1024.63,459,120,0,88.32,Outside
2025-04-26T16:45:23.634534,Device_22,24.64,49.89,1024.75,454,117,0,88.31,Room A
2025-04-26T16:45:23.644684,Device_8,24.66,49.95,1024.28,461,116,0,88.3,Room A
2025-04-26T16:45:23.656720,Device_24,24.56,49.29,1024.31,455,119,0,88.25,Outside
2025-04-26T16:45:23.666872,Device_44,24.51,49.18,1024.52,454,114,0,88.21,Room A
2025-04-26T16:45:23.677027,Device_25,24.55,49.19,1024.27,460,113,0,88.2,Room A
2025-04-26T16:45:23.689735,Device_35,24.4,49.57,1024.33,451,108,0,88.15,Room B
2025-04-26T16:45:23.699893,Device_45,24.28,50.28,1024.28,454,113,0,88.12,Room B
2025-04-26T16:45:23.710051,Device_6,24.16,51.04,1023.9,457,111,0,88.08,Outside
2025-04-26T16:45:23.720234,Device_21,24.26,51.08,1023.87,447,111,0,88.05,Room B
2025-04-26T16:45:23.730444,Device_24,24.42,51.08,1023.61,438,108,0,88.03,Outside
2025-04-26T16:45:23.740638,Device_17,24.54,51.68,1023.76,431,108,0,87.99,Room C
2025-04-26T16:45:23.751720,Device_17,24.7,52.27,1023.97,437,104,0,87.95,Room A
2025-04-26T16:45:23.761883,Device_48,24.84,52.95,1023.93,436,100,0,87.91,Room B
2025-04-26T16:45:23.772046,Device_32,25.03,51.98,1023.98,442,103,0,87.9,Room C
2025-04-26T16:45:23.782248,Device_37,24.9,52.7,1024.26,444,100,0,87.87,Room A
2025-04-26T16:45:23.792413,Device_38,24.86,53.23,1023.89,453,95,0,87.85,Outside
2025-04-26T16:45:23.802594,Device_8,24.71,54.15,1024.2,456,96,0,87.83,Outside
2025-04-26T16:45:23.812759,Device_39,24.65,53.72,1023.79,466,95,0,87.81,Outside
2025-04-26T16:45:23.822941,Device_8,24.65,54.02,1023.61,459,99,0,87.76,Outside
2025-04-26T16:45:23.833116,Device_28,24.64,54.62,1023.89,460,96,0,87.74,Outside
2025-04-26T16:45:23.843297,Device_32,24.45,54.42,1023.89,464,100,0,87.71,Room C
2025-04-26T16:45:23.853457,Device_5,24.58,53.5,1023.71,460,103,0,87.66,Outside
2025-04-26T16:45:23.863657,Device_29,24.43,53.62,1023.91,458,104,0,87.62,Room A
2025-04-26T16:45:23.873831,Device_31,24.32,52.69,1024.15,448,100,0,87.59,Room C
2025-04-26T16:45:23.883992,Device_2,24.27,52.45,1023.88,446,101,0,87.54,Room A
2025-04-26T16:45:23.894211,Device_30,24.14,52.49,1023.62,455,105,0,87.51,Room B
2025-04-26T16:45:23.904383,Device_17,24.18,52.05,1023.41,450,101,0,87.46,Room A
2025-04-26T16:45:23.914568,Device_35,24.35,52.96,1023.39,451,99,0,87.44,Outside
2025-04-26T16:45:23.924727,Device_10,24.5,51.99,1023.15,442,100,0,87.4,Room B
2025-04-26T16:45:23.934893,Device_9,24.4,52.57,1022.8,437,99,0,87.37,Room B
2025-04-26T16:45:23.945065,Device_6,24.41,51.64,1022.31,428,96,0,87.33,Outside
2025-04-26T16:45:23.955730,Device_19,24.56,52.49,1022.01,437,96,0,87.31,Room A
2025-04-26T16:45:23.965908,Device_21,24.37,52.31,1021.89,434,96,0,87.27,Room A
2025-04-26T16:45:23.976087,Device_18,24.45,52.21,1022.33,426,92,0,87.25,Room A
2025-04-26T16:45:23.986282,Device_39,24.52,51.87,1022.34,429,87,0,87.21,Outside
2025-04-26T16:45:23.996644,Device_9,24.57,51.09,1022.55,424,83,1,87.19,Room B
2025-04-26T16:45:24.008724,Device_5,24.56,50.71,1022.22,416,81,0,87.18,Outside
2025-04-26T16:45:24.018881,Device_35,24.44,51.01,1022.56,422,76,0,87.14,Room C
2025-04-26T16:45:24.029045,Device_44,24.5,51.72,1022.1,419,71,0,87.13,Outside
2025-04-26T16:45:24.039192,Device_17,24.65,52.44,1022.13,414,75,0,87.1,Room A
2025-04-26T16:45:24.049301,Device_5,24.8,52.94,1021.95,422,75,0,87.06,Room B
2025-04-26T16:45:24.059403,Device_28,24.91,53.06,1021.6,416,70,0,87.04,Outside
2025-04-26T16:45:24.069511,Device_38,24.8,53.87,1021.47,425,66,0,87.0,Room A
2025-04-26T16:45:24.079665,Device_17,24.73,53.68,1021.97,417,61,0,86.96,Outside
2025-04-26T16:45:24.089841,Device_46,24.63,53.03,1021.51,417,63,0,86.93,Outside
2025-04-26T16:45:24.099997,Device_47,24.68,53.01,1021.34,408,66,0,86.9,Room C
2025-04-26T16:45:24.110173,Device_15,24.73,52.71,1021.18,418,71,0,86.85,Outside
2025-04-26T16:45:24.120313,Device_18,24.73,53.09,1021.63,423,67,0,86.83,Room A
2025-04-26T16:45:24.130446,Device_1,24.9,52.81,1021.99,417,64,1,86.78,Room B
2025-04-26T16:45:24.140670,Device_24,24.81,52.79,1022.42,424,65,1,86.74,Outside
2025-04-26T16:45:24.150831,Device_8,24.98,52.12,1022.44,415,67,0,86.7,Room B
2025-04-26T16:45:24.160953,Device_28,24.84,51.49,1022.13,412,66,0,86.68,Room A
2025-04-26T16:45:24.171065,Device_7,24.65,52.08,1022.25,420,67,0,86.66,Room B
2025-04-26T16:45:24.181178,Device_41,24.7,52.33,1022.34,424,71,0,86.61,Room B
2025-04-26T16:45:24.191327,Device_47,24.57,51.76,1022.67,422,70,0,86.59,Outside
2025-04-26T16:45:24.201429,Device_35,24.64,51.83,1022.82,414,72,0,86.56,Outside
2025-04-26T16:45:24.211528,Device_6,24.64,52.33,1022.43,418,75,0,86.53,Room C
2025-04-26T16:45:24.221633,Device_5,24.57,52.55,1022.8,416,71,0,86.51,Room B
2025-04-26T16:45:24.231707,Device_26,24.71,51.9,1023.11,422,72,0,86.46,Room C
2025-04-26T16:45:24.241807,Device_16,24.69,51.19,1022.87,430,71,0,86.44,Room B
2025-04-26T16:45:24.251905,Device_37,24.79,50.96,1023.15,437,68,0,86.41,Room B
2025-04-26T16:45:24.262011,Device_15,24.65,51.45,1023.23,446,64,0,86.37,Room C
2025-04-26T16:45:24.272133,Device_33,24.84,52.43,1023.03,454,65,0,86.35,Room C
2025-04-26T16:45:24.282233,Device_48,24.66,51.89,1023.06,448,62,0,86.32,Room A
2025-04-26T16:45:24.292335,Device_33,24.51,52.21,1023.14,440,64,0,86.3,Outside
2025-04-26T16:45:24.302437,Device_25,24.71,51.86,1023.36,441,69,0,86.26,Room B
2025-04-26T16:45:24.312538,Device_46,24.64,52.22,1023.49,442,70,0,86.23,Room C
2025-04-26T16:45:24.322637,Device_22,24.57,53.01,1023.98,442,71,0,86.21,Outside
2025-04-26T16:45:24.332725,Device_23,24.6,52.21,1023.65,435,69,0,86.2,Room C
2025-04-26T16:45:24.342871,Device_13,24.53,52.87,1023.78,433,71,0,86.16,Room A
2025-04-26T16:45:24.352971,Device_39,24.42,53.39,1023.76,438,66,0,86.15,Room C
2025-04-26T16:45:24.363224,Device_25,24.37,53.74,1024.0,432,68,0,86.12,Room A
2025-04-26T16:45:24.373739,Device_7,24.4,53.64,1024.47,425,64,0,86.09,Room C
2025-04-26T16:45:24.383922,Device_7,24.26,54.5,1024.62,423,63,0,86.08,Room B
2025-04-26T16:45:24.394127,Device_45,24.39,54.63,1025.01,421,63,0,86.03,Room B
2025-04-26T16:45:24.404329,Device_47,24.59,54.06,1025.48,429,68,0,86.01,Room A
2025-04-26T16:45:24.414534,Device_46,24.62,54.98,1025.73,430,63,0,85.96,Room B
2025-04-26T16:45:24.424731,Device_44,24.78,54.88,1026.0,431,64,0,85.93,Room B
2025-04-26T16:45:24.434928,Device_50,24.76,55.69,1025.95,426,61,0,85.9,Room A
2025-04-26T16:45:24.445133,Device_25,24.84,55.83,1026.31,422,63,0,85.88,Room A
2025-04-26T16:45:24.455327,Device_9,24.7,55.49,1026.11,413,61,0,85.87,Room B
2025-04-26T16:45:24.465475,Device_19,24.55,55.62,1026.59,422,60,0,85.85,Outside
2025-04-26T16:45:24.475601,Device_11,24.72,55.02,1027.0,426,63,0,85.82,Room A
2025-04-26T16:45:24.485748,Device_13,24.67,55.42,1027.37,424,58,0,85.79,Outside
2025-04-26T16:45:24.495860,Device_23,24.68,55.82,1027.03,423,56,0,85.76,Room A
2025-04-26T16:45:24.505961,Device_50,24.87,55.07,1026.55,419,61,0,85.74,Room C
2025-04-26T16:45:24.516057,Device_35,24.99,54.85,1026.93,412,66,0,85.7,Outside
2025-04-26T16:45:24.526161,Device_17,25.09,55.27,1026.68,412,67,0,85.66,Room C
2025-04-26T16:45:24.536260,Device_35,24.94,56.19,1026.71,413,67,0,85.63,Room B
2025-04-26T16:45:24.546360,Device_31,24.94,55.45,1026.45,411,65,0,85.61,Room C
2025-04-26T16:45:24.556458,Device_34,24.93,55.08,1026.69,418,68,0,85.57,Room A
2025-04-26T16:45:24.566557,Device_33,25.11,54.41,1027.15,410,69,0,85.54,Outside
2025-04-26T16:45:24.576673,Device_35,25.31,53.81,1027.22,413,68,0,85.53,Room C
2025-04-26T16:45:24.586818,Device_7,25.14,54.32,1026.81,404,72,0,85.51,Room C
2025-04-26T16:45:24.596930,Device_6,24.96,53.88,1026.48,405,72,0,85.47,Room C
2025-04-26T16:45:24.607046,Device_7,24.77,54.7,1026.53,412,74,0,85.43,Room C
2025-04-26T16:45:24.617158,Device_11,24.79,55.26,1026.7,402,76,0,85.42,Room C
2025-04-26T16:45:24.627319,Device_13,24.82,55.91,1026.75,411,76,0,85.4,Room C
2025-04-26T16:45:24.637473,Device_20,24.8,56.22,1026.67,419,71,0,85.36,Outside
2025-04-26T16:45:24.647624,Device_18,24.87,55.31,1027.06,419,73,0,85.32,Room C
2025-04-26T16:45:24.657715,Device_18,24.95,55.56,1027.27,423,70,0,85.27,Room B
2025-04-26T16:45:24.667833,Device_46,25.13,54.81,1027.69,414,67,0,85.25,Room C
2025-04-26T16:45:24.677941,Device_25,24.96,54.73,1027.99,406,68,0,85.23,Room B
2025-04-26T16:45:24.688046,Device_13,25.05,54.42,1028.12,407,72,0,85.21,Outside
2025-04-26T16:45:24.698155,Device_42,25.07,54.69,1028.26,413,76,0,85.18,Room C
2025-04-26T16:45:24.708289,Device_18,25.18,53.71,1027.81,416,79,0,85.13,Room C
2025-04-26T16:45:24.718428,Device_7,25.13,53.42,1028.23,420,75,0,85.1,Room B
2025-04-26T16:45:24.728525,Device_19,25.14,53.46,1028.38,419,76,1,85.07,Outside
2025-04-26T16:45:24.738628,Device_8,25.19,54.42,1028.46,422,74,0,85.04,Outside
2025-04-26T16:45:24.748718,Device_22,25.09,55.0,1028.11,423,78,0,85.02,Room B
2025-04-26T16:45:24.758806,Device_21,25.27,54.28,1028.6,416,75,0,84.98,Room C
2025-04-26T16:45:24.768944,Device_8,25.09,55.16,1028.65,407,75,0,84.94,Outside
2025-04-26T16:45:24.779081,Device_8,25.26,54.73,1028.28,397,75,0,84.93,Outside
2025-04-26T16:45:24.789204,Device_11,25.38,54.61,1027.89,398,75,0,84.9,Room A
2025-04-26T16:45:24.799308,Device_45,25.24,55.41,1027.86,399,74,0,84.88,Room B
2025-04-26T16:45:24.809401,Device_6,25.4,56.11,1028.29,403,79,0,84.84,Room C
2025-04-26T16:45:24.819490,Device_42,25.27,55.67,1028.59,407,81,0,84.83,Room B
2025-04-26T16:45:24.829574,Device_34,25.18,55.11,1029.03,407,81,0,84.8,Room B
2025-04-26T16:45:24.839662,Device_33,25.36,55.01,1029.37,400,82,0,84.75,Outside
2025-04-26T16:45:24.849745,Device_17,25.32,55.38,1029.81,391,77,0,84.72,Room A
2025-04-26T16:45:24.859882,Device_44,25.45,55.96,1030.08,393,75,0,84.7,Room C
2025-04-26T16:45:24.870023,Device_7,25.55,56.39,1029.91,403,77,0,84.69,Room A
2025-04-26T16:45:24.880158,Device_48,25.64,57.15,1030.25,410,75,0,84.65,Room C
2025-04-26T16:45:24.890263,Device_28,25.61,56.24,1029.84,404,80,0,84.62,Room A
2025-04-26T16:45:24.900362,Device_9,25.61,56.17,1029.61,399,76,0,84.59,Room C
2025-04-26T16:45:24.910470,Device_33,25.58,56.1,1029.58,391,73,0,84.58,Room B
2025-04-26T16:45:24.920577,Device_32,25.54,56.37,1029.95,388,73,0,84.56,Room C
2025-04-26T16:45:24.930680,Device_22,25.44,55.39,1029.72,387,76,0,84.52,Room A
2025-04-26T16:45:24.940837,Device_8,25.51,56.28,1029.91,378,77,0,84.5,Room A
2025-04-26T16:45:24.950953,Device_33,25.58,57.13,1030.41,377,78,0,84.45,Room B
2025-04-26T16:45:24.961092,Device_20,25.7,57.55,1030.28,380,82,0,84.43,Room C
2025-04-26T16:45:24.971224,Device_15,25.67,57.62,1030.6,380,118,0,84.4,Outside
2025-04-26T16:45:24.981380,Device_43,25.58,57.04,1030.48,381,118,0,84.36,Room C
2025-04-26T16:45:24.991541,Device_2,25.73,56.2,1030.35,377,115,0,84.33,Room A
2025-04-26T16:45:25.001701,Device_1,25.67,56.04,1030.36,385,113,0,84.29,Room B
2025-04-26T16:45:25.011806,Device_41,25.54,56.15,1030.12,385,108,0,84.25,Room C
2025-04-26T16:45:25.021900,Device_5,25.51,55.86,1030.26,391,106,0,84.23,Room C
2025-04-26T16:45:25.031988,Device_4,25.59,55.22,1030.08,393,104,0,84.19,Room C
2025-04-26T16:45:25.042077,Device_8,25.5,54.53,1030.43,394,102,0,84.16,Outside
2025-04-26T16:45:25.052187,Device_12,25.39,54.35,1030.79,395,97,0,84.11,Room C
2025-04-26T16:45:25.062285,Device_43,25.49,54.29,1030.93,390,101,0,84.07,Outside
2025-04-26T16:45:25.072386,Device_50,25.57,54.92,1030.92,387,99,0,84.05,Room A
2025-04-26T16:45:25.082483,Device_16,25.39,54.56,1031.01,386,96,0,84.04,Room B
2025-04-26T16:45:25.092570,Device_37,25.43,53.82,1031.42,376,99,0,84.0,Room B
2025-04-26T16:45:25.102657,Device_24,25.48,54.44,1031.2,369,104,0,83.97,Outside
2025-04-26T16:45:25.112780,Device_49,25.5,54.98,1031.63,379,105,0,83.95,Room A
2025-04-26T16:45:25.122874,Device_15,25.49,54.12,1031.36,377,100,0,83.9,Outside
2025-04-26T16:45:25.132957,Device_18,25.57,53.19,1031.05,378,97,0,83.86,Room C
2025-04-26T16:45:25.143064,Device_45,25.53,53.22,1031.51,379,97,0,83.83,Outside
2025-04-26T16:45:25.153186,Device_11,25.39,52.9,1031.23,382,97,0,83.78,Outside
2025-04-26T16:45:25.163295,Device_40,25.58,53.32,1031.21,383,92,0,83.74,Room B
2025-04-26T16:45:25.173408,Device_23,25.67,53.81,1031.24,387,97,0,83.73,Room A
2025-04-26T16:45:25.183567,Device_17,25.52,54.63,1031.52,395,102,0,83.7,Outside
2025-04-26T16:45:25.193707,Device_42,25.38,55.27,1031.39,393,102,0,83.67,Room B
2025-04-26T16:45:25.203816,Device_29,25.29,56.08,1030.93,396,102,0,83.62,Outside
2025-04-26T16:45:25.213920,Device_9,25.14,55.33,1030.55,390,100,0,83.57,Room C
2025-04-26T16:45:25.224014,Device_25,24.97,55.33,1030.67,380,95,0,83.55,Room C
2025-04-26T16:45:25.234100,Device_43,24.79,55.35,1030.97,382,94,0,83.51,Room C
2025-04-26T16:45:25.244212,Device_14,24.87,54.38,1030.49,384,98,0,83.5,Room B
2025-04-26T16:45:25.255723,Device_36,24.72,53.89,1030.34,376,94,0,83.48,Room C
2025-04-26T16:45:25.265897,Device_11,24.7,54.23,1030.19,384,95,0,83.44,Room B
2025-04-26T16:45:25.276067,Device_30,24.72,54.89,1030.65,384,99,0,83.42,Outside
2025-04-26T16:45:25.286220,Device_26,24.88,54.66,1030.7,381,96,1,83.4,Room B
2025-04-26T16:45:25.296366,Device_23,24.96,55.34,1030.61,374,97,0,83.38,Room C
2025-04-26T16:45:25.306511,Device_45,24.98,55.12,1030.67,370,102,0,83.36,Room C
2025-04-26T16:45:25.316686,Device_16,24.9,55.65,1031.02,377,99,0,83.34,Room C
2025-04-26T16:45:25.326855,Device_41,24.75,55.96,1030.61,380,103,0,83.33,Room C
2025-04-26T16:45:25.336971,Device_10,24.72,56.34,1030.66,387,99,0,83.29,Room B
2025-04-26T16:45:25.347076,Device_38,24.88,57.16,1030.48,395,101,0,83.25,Room A
2025-04-26T16:45:25.357197,Device_42,25.05,57.51,1030.05,394,99,0,83.23,Room B
2025-04-26T16:45:25.367306,Device_20,25.09,57.09,1030.25,392,94,0,83.19,Room A
2025-04-26T16:45:25.377419,Device_12,25.11,57.68,1030.05,386,91,0,83.18,Outside
2025-04-26T16:45:25.387577,Device_12,25.07,58.6,1029.6,380,91,0,83.13,Outside
2025-04-26T16:45:25.397704,Device_43,25.1,57.9,1029.82,373,87,0,83.1,Room A
2025-04-26T16:45:25.407820,Device_18,25.24,58.59,1029.76,381,84,0,83.06,Room A
2025-04-26T16:45:25.417928,Device_33,25.29,58.4,1029.92,377,89,0,83.01,Room A
2025-04-26T16:45:25.428046,Device_24,25.26,58.19,1029.49,380,94,0,82.99,Outside
2025-04-26T16:45:25.438185,Device_27,25.33,57.94,1029.58,388,95,0,82.94,Outside
2025-04-26T16:45:25.448288,Device_11,25.4,56.95,1029.75,380,91,0,82.92,Room C
2025-04-26T16:45:25.458382,Device_25,25.25,57.59,1029.54,385,91,0,82.9,Room A
2025-04-26T16:45:25.468497,Device_6,25.35,58.43,1029.43,395,86,0,82.89,Room C
2025-04-26T16:45:25.478660,Device_44,25.34,59.26,1029.58,403,85,0,82.85,Room C
2025-04-26T16:45:25.488838,Device_15,25.21,60.19,1029.46,396,84,0,82.8,Room C
